anchor	master_pdf_page	printed_page	source_id	section	role	record_kind	locator_type	pixel_line_bbox	source_markup
AB01-PDF0112-body-L007	112	23	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	tudine quae umbrae in tabula repertae, et tua proxime inferiori, respondet. Residuum est
AB01-PDF0112-body-L008	112	23	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	altitudo quaesita.
AB01-PDF0112-body-L009	112	23	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Si umbram erectam sive stantem ex altitudine per tabulas scire vis, interpolatione quam
AB01-PDF0112-body-L010	112	23	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	nuper docuimus inveni umbram complementi altitudinis datae; ea est umbra erecta. Si ex
AB01-PDF0112-body-L011	112	23	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	hac umbra altitudinem quaeris, accipe complementum altitudinis quae umbrae tuae in tabula
AB01-PDF0112-body-L012	112	23	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	respondet.
AB01-PDF0112-body-L013	112	23	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	In hac tabula umbrae iuxta divisionem duodecimalem gnomonis descriptae sunt; umbris
AB01-PDF0112-body-L014	112	23	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	igitur uteris quae gnomoni 12 partes complectenti respondent.
AB01-PDF0112-body-L015	112	23	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	<center>CAPUT XI.</center>
AB01-PDF0112-body-L016	112	23	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	<center>De azimuth altitudinis et umbrae in circulo horizontis quocumque</center>
AB01-PDF0112-body-L017	112	23	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	<center>loco et tempore cognoscendo.</center>
AB01-PDF0112-body-L018	112	23	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Dicit [auctor]: Si azimuth altitudinis et umbrae ad singulos signorum gradus quolibet
AB01-PDF0112-body-L019	112	23	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	loco scire vis, ante omnia quaere sinum et cosinum declinationis illius gradus, declinationis
AB01-PDF0112-body-L020	112	23	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	plagam in Caelo, sinum et cosinum latitudinis loci, nec non sinum et cosinum altitudinis ea
AB01-PDF0112-body-L021	112	23	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	diei hora quam delegisti. Postea sinum declinationis illius gradus in semidiametrum multiplica;
AB01-PDF0112-body-L022	112	23	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	productum per cosinum latitudinis loci divide; exibit sinus amplitudinis ortivae, cuius pla-
AB01-PDF0112-body-L023	112	23	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	gam [respectu aequatoris], quae est plaga declinationis, deprehende. Quo facto, sinum alti-
AB01-PDF0112-body-L024	112	23	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	tudinis in sinum latitudinis loci multiplica; productum per cosinum latitudinis loci divide;
AB01-PDF0112-body-L025	112	23	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	habebis sinum differentiae horizontis, quae semper est australis. Cum sinus amplitudinis orti-
AB01-PDF0112-body-L026	112	23	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	vae et sinus differentiae horizontis in una eademque plaga Caeli sint, alterum alteri adde;
AB01-PDF0112-body-L027	112	23	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	cum in duabus diversis plagis, minorem de maiore deme; summam aut residuum in semidia-
AB01-PDF0112-body-L028	112	23	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	metrum multiplica et per cosinum altitudinis divide; quod exibit in arcum converte; arcus
AB01-PDF0112-body-L029	112	23	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	est azimuth altitudinis; et umbra tunc in gradu ad quem calculus factus est reperitur. Si
AB01-PDF0112-body-L030	112	23	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	gradus inter ascendens et medium Caelum habetur, azimuth est in circulo horizontis a puncto
AB01-PDF0112-body-L031	112	23	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	ascensus initii Arietis [et Librae] versus Caeli plagam [in qua utrique sinus vel eorum
AB01-PDF0112-body-L032	112	23	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	longior reperti sunt; at si gradus inter medium Caelum et occidentem exstat, azimuth habe-
AB01-PDF0112-body-L033	112	23	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	tur a puncto in quo occidunt initia Arietis et Librae, versus Caeli plagam] (1) quam invenisti <i>(a)</i>.
AB01-PDF0112-body-L034	112	23	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Alio modo etiam azimuth cognoscitur, scilicet angulis quibus ad parallaxim inveniendam
AB01-PDF0112-body-L035	112	23	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	utimur; sed hoc infra explicabimus.
AB01-PDF0112-notes_full-L001	112	23	SRC01	notes_full	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	(1) Verba uncis inclusa supplevi e versione Platonis.
AB01-PDF0112-margins-L001	112	23	SRC01	margins	NALLINO_APPARATUS	source_marginal_register	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	p. 34.
AB01-PDF0112-margins-L002	112	23	SRC01	margins	NALLINO_APPARATUS	source_marginal_register	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	5; 10; 15; 20; 25; 30; 35; 40
AB01-PDF0113-body-L001	113	24	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	<center>CAPUT XII.</center>
AB01-PDF0113-body-L002	113	24	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	<center>De linea meridiana sive azimuth meridiei.</center>
AB01-PDF0113-body-L003	113	24	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Dicit [auctor]: Si azimuth meridiei, scilicet lineam meridianam, quocumque loco et tempore
AB01-PDF0113-body-L004	113	24	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	scire vis, et longitudinem Solis ignoras, te in locum cuius horizon pateat, et cuius superficies
AB01-PDF0113-body-L005	113	24	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	plana, aequalis, in neutram partem declinans sit, confer. Ibi circulum cuiusvis diametri describe,
AB01-PDF0113-body-L006	113	24	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	et in centro stilum ligneum, tenuem, acuminatum, sine curvaminibus, erige, cuius optima
AB01-PDF0113-body-L007	113	24	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	longitudo est quartae partis diametri circuli; postea longinquitatem extremi stili a circumfe-
AB01-PDF0113-body-L008	113	24	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	rentia quatuor oppositis locis metire, ut procul dubio scias eum in centro veraciter esse
AB01-PDF0113-body-L009	113	24	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	erectum. Eius umbram ineunte die observa; tunc longa erit nec decrescere cessabit eo usque
AB01-PDF0113-body-L010	113	24	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	quo ad circumferentiam pervenerit et fere in circulum intraverit; in hoc circumferentiae
AB01-PDF0113-body-L011	113	24	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	loco punctum nota; erit signum extremitatis umbrae. Deinde umbram exspecta donec meridies
AB01-PDF0113-body-L012	113	24	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	transeat et ipsa augeri incipiat usque eo quo ad circumferentiam pervenerit et de ea fere exierit.
AB01-PDF0113-body-L013	113	24	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Super hunc circumferentiae locum alterum signum pone; erit [signum extremitatis umbrae].
AB01-PDF0113-body-L014	113	24	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Arcum inter haec duo signa positum, medium divide, et a puncto medietatis lineam rectam
AB01-PDF0113-body-L015	113	24	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	per centrum circuli transeuntem usque ad oppositam partem circumferentiae duc, et ad libitum
AB01-PDF0113-body-L016	113	24	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	tuum protrahe; quod feceris regulam ponens super punctum medii arcus et super centrum,
AB01-PDF0113-body-L017	113	24	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	atque lineam rectam per ea puncta ducens usque ad alteram circumferentiae partem. Haec
AB01-PDF0113-body-L018	113	24	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	linea est linea meridiana. Cum igitur umbra stili super eam inciderit, erit tempus meridiei,
AB01-PDF0113-body-L019	113	24	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	sive longa fuerit umbra sive brevis; linea autem est directio ab austro ad septentriones.
AB01-PDF0113-body-L020	113	24	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Deinde alteram lineam per centrum ad rectos angulos ducens, circulum in quatuor par-
AB01-PDF0113-body-L021	113	24	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	tes aequales divide; haec linea est directio ab ortu ad occasum. Qua re super extremas
AB01-PDF0113-body-L022	113	24	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	lineas nota horizontis plagas, scilicet orientem, occidentem, septentriones et meridiem. Tempus
AB01-PDF0113-body-L023	113	24	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	quam maxime ad haec observanda aptum, illud est quo Sol ad alterutrum punctum solstitiale
AB01-PDF0113-body-L024	113	24	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	appropinquat, tunc enim inter duas umbrae observationes Sol tardus in declinatione movetur.
AB01-PDF0113-body-L025	113	24	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Manifestum etiam est tempus meridiei, ob festinum Solis transitum [in declinatione], in cir-
AB01-PDF0113-body-L026	113	24	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	culo meridiano praecise non posse determinari, sed tantum tempus meridianum vel tempus ei
AB01-PDF0113-body-L027	113	24	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	proximum deprehendi <i>(a)</i>.
AB01-PDF0113-body-L028	113	24	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Circuli quem descripsimus haec est, Deo volente, imago:
AB01-PDF0113-body-L029	113	24	SRC01	body	NALLINO_TRANSLATION	source_object	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	<figureleft>AB01-PDF0113-F01</figureleft>
AB01-PDF0113-body-L030	113	24	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Dicit [auctor]: Super centrum E,
AB01-PDF0113-body-L031	113	24	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	circulum describe, et eidem puncto E
AB01-PDF0113-body-L032	113	24	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	stilum fige; locum extremae umbrae
AB01-PDF0113-body-L033	113	24	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	antemeridianae A appella, pomeridia-
AB01-PDF0113-body-L034	113	24	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	nae B; arcum AB in C medium divide,
AB01-PDF0113-body-L035	113	24	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	et lineam usque ad punctum D duc
AB01-PDF0113-body-L036	113	24	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	recta CED erit linea meridiana, pun-
AB01-PDF0113-body-L037	113	24	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	ctum D plaga australis, C plaga bo-
AB01-PDF0113-body-L038	113	24	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	realis. Arcum CAD in H medium di-
AB01-PDF0113-body-L039	113	24	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	vide, et per puncta H, E rectam usque
AB01-PDF0113-body-L040	113	24	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	ad G protrahe; erit G plaga orienta-
AB01-PDF0113-body-L041	113	24	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	lis, H occidentalis; et quotiescumque
AB01-PDF0113-body-L042	113	24	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	umbra stili super rectam EC inciderit,
AB01-PDF0113-body-L043	113	24	SRC01	body	NALLINO_TRANSLATION	layout_control	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	<endfigureleft/>
AB01-PDF0113-body-L044	113	24	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	erit tempus meridiei.
AB01-PDF0113-margins-L001	113	24	SRC01	margins	NALLINO_APPARATUS	source_marginal_register	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	p. 35.
AB01-PDF0113-margins-L002	113	24	SRC01	margins	NALLINO_APPARATUS	source_marginal_register	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	p. 36.
AB01-PDF0113-margins-L003	113	24	SRC01	margins	NALLINO_APPARATUS	source_marginal_register	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	5; 10; 15; 20; 25; 30; 35; 40
AB01-PDF0114-body-L001	114	25	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Si autem Solis locum cognoscis, azimuth cuiuslibet altitudinis quovis diei tempore depre-
AB01-PDF0114-body-L002	114	25	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	hende, et eo usque quo altitudo altitudinem datam aequaverit, observa; tunc umbrae locum,
AB01-PDF0114-body-L003	114	25	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	in media eius latitudine, super circumferentiam puncto signa. Quadrantem circuli, in quem
AB01-PDF0114-body-L004	114	25	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	punctum illud inciderit, in 90 gradus divide; et ab eodem puncto, versus partem oppositam
AB01-PDF0114-body-L005	114	25	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	azimuth illius altitudinis procedens, gradus azimuth altitudinis numera; ubi finiverit numerus,
AB01-PDF0114-body-L006	114	25	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	ibi erit punctum orientis aut occidentis, prout fuerit altitudinis tempus antemeridianum vel
AB01-PDF0114-body-L007	114	25	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	pomeridianum. Ab hoc puncto rectam per centrum transeuntem duc, et alteram ad eam per-
AB01-PDF0114-body-L008	114	25	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	pendicularem per centrum describens, circulum in quatuor quadrantes divide; in hac recta
AB01-PDF0114-body-L009	114	25	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	habebis lineam meridianam, et in antecedenti lineam ortus et occasus. Similiter si circulus
AB01-PDF0114-body-L010	114	25	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	hic, oriente aut occidente Sole, horizontem patentem habuerit, erit punctum ortus aut occa-
AB01-PDF0114-body-L011	114	25	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	sus notum cognitione azimuth ortus vel occasus Solis in circulo horizontis, quem punctis
AB01-PDF0114-body-L012	114	25	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	ABCD designavimus.
AB01-PDF0114-body-L013	114	25	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Lineam inter ortum et occasum, per quam linea a septentrionibus ad austrum depre-
AB01-PDF0114-body-L014	114	25	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	henditur, aliter etiam invenire potes, scilicet per cognitionem altitudinis cuius azimuth nullam
AB01-PDF0114-body-L015	114	25	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	ab ortu vel occasu aequinoctii declinationem habet (1); quae res tantum evenire potest cum
AB01-PDF0114-body-L016	114	25	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Sol in signis borealibus, ab initio Arietis ad finem Virginis, sit. Huius altitudinis cognitionem
AB01-PDF0114-body-L017	114	25	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	hoc modo adipisceris: Solis locum in ecliptica et altitudinem meridianam die constituta depre-
AB01-PDF0114-body-L018	114	25	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	hende; item altitudinis meridianae sinum et cosinum; denique azimuth ortus aut occasus
AB01-PDF0114-body-L019	114	25	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Solis iuxta Solis locum in ecliptica tempore meridiano illius diei. Hoc azimuth semper bore-
AB01-PDF0114-body-L020	114	25	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	ale est, ut supra diximus (2). Eius sinum in sinum altitudinis [meridianae] multiplica; pro-
AB01-PDF0114-body-L021	114	25	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	ductum per sinum azimuth una cum cosinu altitudinis collectum divide; quod exibit in arcum
AB01-PDF0114-body-L022	114	25	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	converte; arcus erit altitudo cuius azimuth declinatione caret (3). Hac altitudine cognita, Solem
AB01-PDF0114-body-L023	114	25	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	observa donec eius altitudo fiat ut altitudo reperta, et in media umbra stili super circumfe-
AB01-PDF0114-body-L024	114	25	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	rentiam punctum signa, quod erit punctum orientis aut occidentis, iuxta tempus quo altitudi-
AB01-PDF0114-body-L025	114	25	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	nem metitus eris. Idemque erit aequinoctii ortus aut occasus. In hoc puncto, duabus rectis
AB01-PDF0114-body-L026	114	25	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	se in centro circuli ad angulos rectos secantibus, circulum in quatuor quadrantes divide, qui
AB01-PDF0114-body-L027	114	25	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	horizontis plagas indicabunt.
AB01-PDF0114-body-L028	114	25	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Rei exemplum e IV climate praebeamus, ubi altitudo poli 36° 22′, et Sol in initio Can-
AB01-PDF0114-body-L029	114	25	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	cri sit; erit tunc altitudo meridiana Solis 77° 13′, altitudo autem tempore mediae noctis 30° 3′
AB01-PDF0114-body-L030	114	25	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	ab horizonte boreali, cum notum sit eam ut altitudinem gradus super Terram sibi oppositi in
AB01-PDF0114-body-L031	114	25	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	linea medii Caeli esse, quae est 30° 3′. Hoc aliter etiam deprehendimus: altitudinem initii
AB01-PDF0114-body-L032	114	25	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Arietis in climate memorato duplicando, et de duplo altitudinem meridianam initii Cancri
AB01-PDF0114-body-L033	114	25	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	demendo. Manifestum est altitudinem meridianam initii Arietis in eo climate 53° 38′ esse; de
AB01-PDF0114-body-L034	114	25	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	cuius duplo 107° 16′ si 77° 13′ demantur, remanet eius altitudo in medio Caelo sub Terra
AB01-PDF0114-body-L035	114	25	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	30° 3′. Et azimuth initii Cancri, cum in hoc climate oritur, videbimus in septentriones versus
AB01-PDF0114-body-L036	114	25	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	30° 0′ (4) ab ortu Arietis esse.
AB01-PDF0114-body-L037	114	25	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Quae cum ita sint, circulum medii Caeli ABK, cuius centrum E, describamus; sit dia-
AB01-PDF0114-body-L038	114	25	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	metrus BK dimidia pars horizontis, et punctum A zenith. Punctum A cum E iungamus; arcus
AB01-PDF0114-body-L039	114	25	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	BA erit quadrans circuli inter zenith et horizontem, punctum E locus ascensus initii Arie-
AB01-PDF0114-body-L040	114	25	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	tis, C locus ascensus initii Cancri, nam est EB dimidia pars australis horizontis, EK dimi-
AB01-PDF0114-notes_left-L001	114	25	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	(1) Est altitudo quae in circulo verticali repe-
AB01-PDF0114-notes_left-L002	114	25	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	ritur, per locum horizontis a quo initium Arietis
AB01-PDF0114-notes_left-L003	114	25	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	ascendit transeunte. Ea al-Battānī utitur ad sciothe-
AB01-PDF0114-notes_left-L004	114	25	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	ricum construendum; vide cap. LVI. — Alii eam ap-
AB01-PDF0114-notes_left-L005	114	25	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	pellant altitudinem quae azimuth non habet.
AB01-PDF0114-notes_right-L001	114	25	SRC01	notes_right	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	(2) Cfr. cap. VII, pag. 20.
AB01-PDF0114-notes_right-L002	114	25	SRC01	notes_right	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	(3) Demonstratio geometrica parum infra repe-
AB01-PDF0114-notes_right-L003	114	25	SRC01	notes_right	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	ritur.
AB01-PDF0114-notes_right-L004	114	25	SRC01	notes_right	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	(4) Plato ut recepi; codex 30° 3′. Cfr. finem
