anchor	master_pdf_page	printed_page	source_id	section	role	record_kind	locator_type	pixel_line_bbox	source_markup
AB01-PDF0098-body-L012	98	9	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	licet ad veritatem appropinquaverint. Dicebant alii circumferentiam <m>3\frac{1}{7}</m> diametros continere,
AB01-PDF0098-body-L013	98	9	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	alii paulo amplius quam <m>3\frac{10}{71}</m> (1); praeclarus autem Ptolemaeus et Astronomi quantitatem
AB01-PDF0098-body-L014	98	9	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	intermediam delegerunt, quae est <m>3\frac{1}{10}</m> addita quarta parte unius sextae (2). Nobis veritatis
AB01-PDF0098-body-L015	98	9	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	cognitio non est ad inveniendas chordas necessaria, quoniam nulla est inter arcus et chordas
AB01-PDF0098-body-L016	98	9	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	ad invicem proportio, et hoc (3) tantum ex ipsis chordis deprehenditur. Nullum detrimen-
AB01-PDF0098-body-L017	98	9	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	tum igitur accipiemus, diametrum ad libitum ponentes; et quoniam Ptolemaeus, ut calculos
AB01-PDF0098-body-L018	98	9	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	faciliores redderet, eam 120 partes complecti proposuit, hanc rationem nos quoque in hoc
AB01-PDF0098-body-L019	98	9	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	libro sequimur.
AB01-PDF0098-body-L020	98	9	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Probationibus geometricis demonstratur chordam sextae partis circumferentiae aequalem
AB01-PDF0098-body-L021	98	9	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	semidiametro esse. Et quoniam statuimus circumferentiam in 360 gradus dividi, sexta eius
AB01-PDF0098-body-L022	98	9	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	pars 60 graduum erit; chorda autem huius sextae partis 60 partes quoque complectetur, dia-
AB01-PDF0098-body-L023	98	9	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	metrum enim 120 partes continere statuimus.
AB01-PDF0098-body-L024	98	9	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Si quadratum chordae sextae partis circumferentiae de quadrato diametri dematur, radix
AB01-PDF0098-body-L025	98	9	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	residui est chorda tertiae partis circuli.
AB01-PDF0098-body-L026	98	9	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Si quadratum chordae cuiuslibet arcus de quadrato diametri dematur, radix residui est
AB01-PDF0098-body-L027	98	9	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	chorda arcus supplementaris.
AB01-PDF0098-body-L028	98	9	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Chorda quartae partis circumferentiae est radix dupli quadrati semidiametri.
AB01-PDF0098-body-L029	98	9	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Si quadrato semidiametri quadratum quartae partis diametri addatur, et de radice huius
AB01-PDF0098-body-L030	98	9	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	summae quarta pars diametri dematur, remanet chorda decimae partis circumferentiae.
AB01-PDF0098-body-L031	98	9	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Quadratum chordae decimae partis si quadrato semidiametri addatur, summae radix est
AB01-PDF0098-body-L032	98	9	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	chorda quintae partis circumferentiae.
AB01-PDF0098-body-L033	98	9	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Chordam differentiae duorum arcuum, quorum chordae sunt notae, hoc modo invenies:
AB01-PDF0098-body-L034	98	9	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Chordam eorum cuiusque in chordam arcus supplementaris multiplica; duorum productorum
AB01-PDF0098-body-L035	98	9	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	differentiam per diametrum divide; exibit chorda differentiae arcuum datorum.
AB01-PDF0098-notes_left-L001	98	9	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	(1) <m>3\frac{10}{71} < \pi < 3\frac{10}{70}</m> est quantitas ab Archi-
AB01-PDF0098-notes_left-L002	98	9	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	mede reperta.
AB01-PDF0098-notes_left-L003	98	9	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	(2) Id est <m>3\frac{1}{10}+\frac{1}{24}=3\frac{17}{120}</m>, aut, ut Ptole-
AB01-PDF0098-notes_left-L004	98	9	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	maeus partibus sexagesimis utens scribit, <m>3^{p}\,8^{m}\,30^{s}</m>
AB01-PDF0098-notes_left-L005	98	9	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	(<i>Almag.</i> VI, 7; edit. Halma, t. I, p. 421). — Male
AB01-PDF0098-notes_right-L001	98	9	SRC01	notes_right	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Plato habet: « triplam, decima parte unius tertiae,
AB01-PDF0098-notes_right-L002	98	9	SRC01	notes_right	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	« et quarta unius sextae eiusdem tertiae supera-
AB01-PDF0098-notes_right-L003	98	9	SRC01	notes_right	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	« diectis ».
AB01-PDF0098-notes_right-L004	98	9	SRC01	notes_right	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	(3) Ratio scilicet chordae dati arcus ad chor-
AB01-PDF0098-notes_right-L005	98	9	SRC01	notes_right	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	dam alterius.
AB01-PDF0098-margins-L001	98	9	SRC01	margins	NALLINO_APPARATUS	source_marginal_register	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	p. 12.
AB01-PDF0098-margins-L002	98	9	SRC01	margins	NALLINO_APPARATUS	source_marginal_register	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	p. 13.
AB01-PDF0098-margins-L003	98	9	SRC01	margins	NALLINO_APPARATUS	source_marginal_register	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	p. 14.
AB01-PDF0098-margins-L004	98	9	SRC01	margins	NALLINO_APPARATUS	source_marginal_register	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	5; 10; 15; 20; 25; 30; 35; 40.
AB01-PDF0098-margins-L005	98	9	SRC01	margins	NALLINO_APPARATUS	source_marginal_register	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	2 [signature]
AB01-PDF0099-body-L001	99	10	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Chordam dimidii arcus hoc modo cognosces: Chordam arcus supplementaris de diametro
AB01-PDF0099-body-L002	99	10	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	deme; semidifferentiam in diametrum multiplica; producti radix est chorda dimidii arcus.
AB01-PDF0099-body-L003	99	10	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Chordam summae duorum arcuum hoc modo deprehendes: Alterius chordam in chordam
AB01-PDF0099-body-L004	99	10	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	alterius multiplica; item chordam supplementi in chordam supplementi alterius; productorum
AB01-PDF0099-body-L005	99	10	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	differentiam per diametrum divide; exibit chorda arcus qui summae datorum arcuum est
AB01-PDF0099-body-L006	99	10	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	supplementaris. Huius chordae quadratum de quadrato diametri deme; radix residui est chorda
AB01-PDF0099-body-L007	99	10	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	summae arcuum datorum. — Hoc modo omnes reliquae chordae in semicirculo, quae cogno-
AB01-PDF0099-body-L008	99	10	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	sci (1) possunt, inveniuntur.
AB01-PDF0099-body-L009	99	10	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Chordae quae demonstrationibus geometricis cognosci nequeunt, ut chorda unius gradus
AB01-PDF0099-body-L010	99	10	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	et quae ex ea per duplicationem oriuntur, ut duorum graduum, quatuor, octo etc., non sup-
AB01-PDF0099-body-L011	99	10	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	putantur per probationes geometricas. E geometria deprehenditur rationem chordae arcus mi-
AB01-PDF0099-body-L012	99	10	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	noris ad suum arcum, esse maiorem ratione chordae arcus maioris ad arcum suum. Chorda <m>1\frac{1}{2}</m>
AB01-PDF0099-body-L013	99	10	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	gradus et chorda <m>\frac{1}{2}+\frac{1}{4}\,[=\frac{3}{4}]</m> gradus e demonstratione geometrica certo modo notae sunt;
AB01-PDF0099-body-L014	99	10	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	<m>\frac{2}{3}</m> autem chordae <m>1\frac{1}{2}</m> gradus aequalis est chordae <m>\frac{3}{4}</m> gradus, tertia parte auctae, earum
AB01-PDF0099-body-L015	99	10	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	enim differentia haud est sensibilis, et calculo nullum detrimentum infert. Cum igitur chor-
AB01-PDF0099-body-L016	99	10	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	dae <m>\frac{3}{4}</m> gradus tertia ipsius pars addatur, summa [scilicet <m>\frac{4}{3}</m> chordae <m>\frac{3}{4}</m> gradus] est chorda
AB01-PDF0099-body-L017	99	10	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	unius gradus; qua cognita, chordae omnium graduum semicircumferentiae tibi notae erunt (<i>a</i>).
AB01-PDF0099-body-L018	99	10	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Quia autem quod scire necesse est e quantitatibus arcuum se invicem in notos arcus di-
AB01-PDF0099-body-L019	99	10	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	videntium, deprehenditur tantum per chordas duplorum arcuum (1); quia etiam duae rectae
AB01-PDF0099-body-L020	99	10	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	se ad angulos rectos in centro circuli invicem secantes, circulum in quatuor aequales partes
AB01-PDF0099-body-L021	99	10	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	dividunt, sive in quatuor angulos quorum quisque 90 circumferentiae gradus amplectitur;
AB01-PDF0099-body-L022	99	10	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	quia denique duarum linearum a centro usque ad circumferentiam exeuntium quaeque semi-
AB01-PDF0099-body-L023	99	10	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	diametrus est, et una linea recta, scilicet diametrus, duos angulos rectos, duobus quadranti-
AB01-PDF0099-body-L024	99	10	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	bus suppositos, continet; manifestum est quamlibet illarum linearum unum angulum rectum
AB01-PDF0099-body-L025	99	10	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	continentium, ad diametrum, qui duos angulos rectos complectitur, esse ut quadrantem ad se-
AB01-PDF0099-body-L026	99	10	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	micircumferentiam. Cum autem chordas reliquorum arcuum semicirculi, ipsosque arcus, dia-
AB01-PDF0099-body-L027	99	10	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	metrus in duas partes aequales dividat, est quaelibet chorda ad diametrum ut dimidia chorda,
AB01-PDF0099-body-L028	99	10	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	sub dimidio arcu posita, ad semidiametrum, quae ipsa est dimidia chorda dupli arcus qui re-
AB01-PDF0099-body-L029	99	10	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	peritur ab utraque parte diametri, cuius dimidium quadrantem complectitur. Hanc chordam
AB01-PDF0099-body-L030	99	10	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	[dimidiatam] deligimus, eaque in variis nostris calculis utimur, ne nobis opus sit arcus dupli-
AB01-PDF0099-body-L031	99	10	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	care in quantitatibus quas scire volumus, ut Ptolemaeus facere debuerat ad suas demonstra-
AB01-PDF0099-body-L032	99	10	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	tiones geometricas instituendas.
AB01-PDF0099-body-L033	99	10	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Nos dimidias chordas duplorum arcuum quadrantis sumpsimus et in tabulis cum
AB01-PDF0099-body-L034	99	10	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	arcubus iis respondentibus notavimus; omnes arcus intervallo dimidii gradus descripsimus
AB01-PDF0099-body-L035	99	10	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	usque ad nonagesimum gradum, qui quadrantem perficit. Dimidiam chordam igitur unius
AB01-PDF0099-body-L036	99	10	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	gradus sub dimidio gradu invenies, dimidiam chordam <m>60°</m> sub <m>30°</m>, dimidiam chordam <m>120°</m>
AB01-PDF0099-body-L037	99	10	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	sub <m>60°</m>, dimidiam denique chordam <m>180°</m>, qui semicircumferentiam perficiunt et quorum
AB01-PDF0099-body-L038	99	10	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	chorda diametrus est, sub <m>90°</m>, qui sunt gradus totius quadrantis, cuius chorda est semidia-
AB01-PDF0099-body-L039	99	10	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	metrus 60 partes [sexagesimas] complectens. Ad has diametri partes vel gradus refertur
AB01-PDF0099-body-L040	99	10	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	ratio chordarum dimidiatarum quas in hoc libro descripsimus. Ne autem in sequentibus haec
AB01-PDF0099-body-L041	99	10	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	nobis iterare necesse sit, scito in hoc nostro libro nos <i>chordarum</i> nomine has chordas dimi-
AB01-PDF0099-notes_left-L001	99	10	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	(1) I. e. quae his regulis supputari possunt.
AB01-PDF0099-notes_left-L002	99	10	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	(2) Locus satis obscurus; Plato: « et quia quod
AB01-PDF0099-notes_left-L003	99	10	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	« ex quantitatibus arcuum se invicem ignotis arcu-
AB01-PDF0099-notes_left-L004	99	10	SRC01	notes_left	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	« bus intersectantium scire necesse est per cor-
AB01-PDF0099-notes_right-L001	99	10	SRC01	notes_right	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	« das duplicitatum arcuum notas depraehenditur ».
AB01-PDF0099-notes_right-L002	99	10	SRC01	notes_right	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	<n>Schiaparelli</n> duce, interpretandum est calculos
AB01-PDF0099-notes_right-L003	99	10	SRC01	notes_right	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	omnes, qui compositiones plurium arcuum includant,
AB01-PDF0099-notes_right-L004	99	10	SRC01	notes_right	NALLINO_APPARATUS	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	per chordas ipsorum arcuum duplicatorum fieri.
AB01-PDF0099-margins-L001	99	10	SRC01	margins	NALLINO_APPARATUS	source_marginal_register	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	p. 15.
AB01-PDF0099-margins-L002	99	10	SRC01	margins	NALLINO_APPARATUS	source_marginal_register	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	5; 10; 15; 20; 25; 30; 35; 40.
AB01-PDF0100-body-L001	100	11	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	diatas (1) designare; chordas enim reliquas, quibus perraro utimur (2), <i>chordas integras</i> ap-
AB01-PDF0100-body-L002	100	11	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	pellamus (<i>b</i>).
AB01-PDF0100-body-L003	100	11	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Cum sinum cuiuslibet gradus per tabulas scire cupis, in columna numerorum, intervallo
AB01-PDF0100-body-L004	100	11	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	dimidii gradus descriptorum, numerum tuum quaere; gradus, minuta secundaeque ei in co-
AB01-PDF0100-body-L005	100	11	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	lumna sinuum respondentia, erunt sinus graduum quaesitorum. Si cum gradibus etiam minuta
AB01-PDF0100-body-L006	100	11	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	plus minusve quam <m>30′</m> sunt, gradus integros, vel gradus cum dimidia parte qui numero
AB01-PDF0100-body-L007	100	11	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	tuo quam maxime sint propinqui, sed eo minores, sume; quid iis in columna sinuum respon-
AB01-PDF0100-body-L008	100	11	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	deat vide. Postea numerum in columna graduum inventum de numero tuo deme; minuta
AB01-PDF0100-body-L009	100	11	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	residua multiplica in differentiam quae est inter sinum inventum et sinum in tabula eo pro-
AB01-PDF0100-body-L010	100	11	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	xime superiorem; productum per 30 minuta, quibus numeri arcuum inter se differunt, divide;
AB01-PDF0100-body-L011	100	11	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	minuta et secundas quae de divisione exibunt, sinui primo invento adde vel de eo minue, prout
AB01-PDF0100-body-L012	100	11	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	fuerit ille minor vel maior; quod provenerit erit sinus graduum et minutorum datorum.
AB01-PDF0100-body-L013	100	11	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	— Aut, si mavis, quanta pars 30 minutorum minuta residua sint inveni; si dimidia, seu tertia
AB01-PDF0100-body-L014	100	11	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	pars, seu plus minusve sint, partem ei proportionalem ex sinuum differentia [tabulari] sume;
AB01-PDF0100-body-L015	100	11	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	deinde, ut supra diximus operans, augendo aut minuendo, invenies arcus dati sinum.
AB01-PDF0100-body-L016	100	11	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Si per sinus cupis cognoscere arcus, in tabula sinum sinui dato aequalem vel eo proxime
AB01-PDF0100-body-L017	100	11	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	inferiorem quaere, et arcum respondentem inveni. Differentiam inter sinum datum et sinum
AB01-PDF0100-body-L018	100	11	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	in tabula repertum multiplica in 30 minuta; productum divide per differentiam inter sinum
AB01-PDF0100-body-L019	100	11	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	repertum et sinum in tabula eo proxime superiorem; minuta et secundas e divisione prove-
AB01-PDF0100-body-L020	100	11	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	nientia arcui iam invento adde, et habebis arcum sinui dato respondentem. — Vel etiam mi-
AB01-PDF0100-body-L021	100	11	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	nuta et secundae, quae tibi fuerint, vide quanta pars sint differentiae inter sinum inventum et
AB01-PDF0100-body-L022	100	11	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	sinum proxime superiorem; partem illi proportionalem e 30 minutis sume, et arcui iam invento
AB01-PDF0100-body-L023	100	11	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	adde. — Hoc <i>arcuatio sinuum</i> appellatur.
AB01-PDF0100-body-L024	100	11	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Cum sinus versos ab arcubus discere cupis, si numerus datus minor quam 90 gradus
AB01-PDF0100-body-L025	100	11	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	est, eum de <m>90°</m> deme; residui sinum quaere et de <m>60^{p}</m>, qui sunt semidiametrus, detrahe;
AB01-PDF0100-body-L026	100	11	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	remanet sinus versus illius arcus. — At si numerus datus est quam <m>90°</m> maior, sinum eius
AB01-PDF0100-body-L027	100	11	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	quod <m>90°</m> excedit adde 60 partibus [sexagesimis]; summa est sinus versus arcus dati.
AB01-PDF0100-body-L028	100	11	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Cum arcus per sinus versos scire cupis, sinum versum, si minor quam <m>60^{p}</m> est, de <m>60^{p}</m>
AB01-PDF0100-body-L029	100	11	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	deme; residuum, ut supra docuimus, arcua, et arcum de <m>90°</m> detrahe; remanet arcus illius
AB01-PDF0100-body-L030	100	11	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	sinus versi. — Si sinus versus <m>60^{p}</m> superat, de eo <m>60^{p}</m> deme; residuum in arcum converte et
AB01-PDF0100-body-L031	100	11	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	<m>90°</m> gradibus adde; summa est arcus quaesitus.
AB01-PDF0100-body-L032	100	11	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	Arcuum et sinuum cognitio, ultra eos quos descripsimus, non est tibi necessaria; sinus
AB01-PDF0100-body-L033	100	11	SRC01	body	NALLINO_TRANSLATION	source_text_line	page + manually delimited zone + ordinal source line/object	NOT_ASSERTED	inter <m>1°</m> et <m>90°</m> sufficiunt, cum sint sinus arcuum a <m>90°</m> usque ad <m>180°</m> ut sinus arcuum a <m>90°</m>
